,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,31,32,33,34,35,37,38,39,40,41,42,43,44,45,46,48,49,50,51,52,53,64,65,66,67,68,69,78,79
UFT.2015(L)7913,,+,-,+,+,+,+,-,+,+,-,-,-,+,-,-,-,-,-,-,-,+,-,+,+,-,+,-,-,+,,+,,-,-,-,-,-,-,+,-,,+,-,-,-,+,+,-,,-,-,-,-,,+,-
UFT.2015(L)7914,,+,-,+,+,+,+,-,+,+,-,-,-,+,-,-,-,-,-,-,-,+,-,+,+,-,+,-,-,+,,+,,-,-,-,-,-,-,+,-,,+,-,-,-,+,+,-,,-,-,-,-,,+,-
UFT.2015(L)8007,+,-,+,-,-,-,-,-,-,+,-,-,-,-,-,-,+,-,-,+,-,-,-,+,+,-,-,+,-,+,-,-,-,-,+,-,-,-,-,+,-,,+,-,-,-,+,+,-,-,+,+,-,-,,-,-
UFT.2015(L)8012,+,+,+,+,+,+,+,+,+,+,-,-,-,+,+,+,-,+,-,-,-,-,+,+,+,-,-,+,-,+,+,-,-,+,-,-,-,-,+,+,-,,+,-,+,+,+,+,,-,+,+,-,-,,+,-
UFT.2015(L)8015,s,+,+,+,+,+,+,+,+,+,+,-,-,+,+,+,+,+,-,+,+,+,+,+,+,+,+,-,-,+,-,+,-,-,+,+,+,-,+,-,-,,+,-,-,-,+,+,-,-,-,-,-,-,,-,-
UFT.2015(L)8019,,+,-,+,+,+,+,+,+,+,+,-,-,+,+,+,+,+,-,-,+,+,+,+,+,,-,-,-,-,,+,,-,+,-,-,-,+,+,-,,+,-,-,-,+,-,-,,-,-,-,-,,-,-
UFT.2015(L)8046,,+,+,+,+,+,+,-,+,+,+,-,+,-,+,+,+,+,-,-,+,+,+,+,+,+,-,+,-,+,,-,,+,-,-,-,-,+,+,-,,+,-,-,+,+,+,-,,-,+,-,-,,+,-
UFT.2015(L)8057,,+,-,+,+,-,+,+,+,+,+,-,+,+,+,+,+,+,-,-,+,+,+,+,+,-,-,+,-,+,,+,,-,+,-,-,-,+,+,-,,+,-,-,+,+,+,-,,-,+,-,-,,-,-
UFT.2015(L)8065,+,+,+,+,+,+,+,+,+,+,-,-,-,+,+,-,-,-,-,-,-,+,-,+,+,+,-,-,-,+,-,-,-,-,-,-,-,-,+,+,+,,+,-,-,-,+,+,,-,-,+,-,+,,+,-
UFT.2015(L)8067,,+,+,+,+,,+,-,-,+,+,-,-,+,+,-,-,-,-,-,-,+,-,+,+,+,-,-,-,+,,-,,-,+,-,-,-,-,+,-,,+,-,-,+,+,+,-,,-,-,-,+,,+,-
UFT.2015(L)8079,,+,-,+,+,+,+,-,+,+,+,-,-,+,+,+,+,-,-,-,-,+,+,+,-,+,-,+,-,+,,-,,-,+,-,-,-,-,-,-,,+,-,+,+,+,+,-,,-,-,-,w,,+,-
UFT.2015(L)8082,,+,-,+,+,+,+,-,-,+,+,-,-,+,+,+,+,+,-,-,-,+,+,+,-,+,-,+,-,+,,-,,-,+,-,-,-,+,-,+,,+,-,+,+,+,+,-,,-,+,-,-,,-,-
UFT.2015(L)8083,+,+,+,+,+,+,+,+,+,+,-,-,-,+,+,-,-,-,-,-,-,-,-,+,+,+,-,+,-,+,-,-,,-,-,-,-,-,-,+,+,,+,-,-,-,+,+,,-,-,+,-,+,,+,-
UFT.2015(L)8085,,+,+,+,+,+,+,-,-,+,+,-,-,+,+,-,-,+,-,-,-,+,-,+,+,+,+,-,-,+,,+,,+,+,-,-,-,-,+,+,,+,-,-,-,+,+,-,,-,+,-,-,,+,-
UFT.2015(L)8086,-,+,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,+,+,-,-,,-,-,-,-,-,,-,-
UFT.2015(L)8087,,+,-,+,+,-,+,-,-,-,+,-,-,-,+,-,-,-,-,-,-,+,+,+,+,-,-,+,-,+,,-,,+,+,-,-,-,+,+,-,,+,-,-,-,+,+,-,,-,+,-,-,,+,-
UFT.2015(L)8501,,+,+,-,-,+,+,-,-,-,+,-,-,+,+,+,+,+,+,+,+,+,-,+,+,+,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFT.2015(L)8503,,+,+,+w,+,+,-+,-,+w,+w,-+,-c,-c,+,+,-+,+w,-c,+,+,-,+w,+w,-+,-+,+,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFT.2015(L)8505,,-+,+,-+,-+,-,+,-+,-,-,+,-,-,+,+,-+,-+,-,+,+,-,+,-,+,+,+,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFT.2015(L)8506,,-c,-c,-,-,+,-,-,-,-,-,-,c,-,-,-,-,-,-,-c,-,-,-,-,-c,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFT.2015(L)8507,,+,+,+,+,+,+,-,-,-,+,-,-,+,-,-,+,c,+,+,+,+,-,+,+,+,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFT.2015(L)8509,,+,+,+w,+,+,-+,-,+w,+w,-+,-c,-c,+,+,-+,+w,-c,+,+,-,+w,+w,-+,-+,+,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFT.2015(L)8510,,+,+,+w,+,+,-+,-,+w,+w,-+,-c,-c,+,+,-+,+w,-c,+,+,-,+w,+w,-+,-+,+,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFT.2015(L)8511,,+,+,+,c,c,+,-,-,c,+,-,+,+,c,c,-,-,d,+,c,+,-,c,+,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFT.2015(L)8512,,-c,-c,-,-,+,-,-,-,-,-,-,c,-,-,-,-,-,-,-c,-,-,-,-,-c,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFT.2015(L)8514,,-c,-c,-,-,+,-,-,-,-,-,-,c,-,-,-,-,-,-,-c,-,-,-,-,-c,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFT.2015(L)8515,,+,+,+w,+,+,-+,-,+w,+w,-+,-c,-c,+,+,-+,+w,-c,+,+,-,+w,+w,-+,-+,+,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFT.2015(L)8516,,-c,-c,-,-,+,-,-,-,-,-,-,c,-,-,-,-,-,-,-c,-,-,-,-,-c,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFT.2015(L)8517,,-c,+,+,+,+,+,+,-,-,+,-,-,+,+,-,+,-,+,+,+,+,-,+,+,+,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFT.2015(L)8519,,-c,-c,-,-,+,-,-,-,-,-,-,c,-,-,-,-,-,-,-c,-,-,-,-,-c,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFT.2015(L)8521,,-c,-c,-,-,+,-,-,-,-,-,-,c,-,-,-,-,-,-,-c,-,-,-,-,-c,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFT.2015(L)8522,,-w,+w,+,+,-+,+,-,-,+,+,+,-,+,-,d,-w,+,+,+,-,+,-,+,+,+,+,+,-,+,+,-,-,+,+w,,,-,+,+,,,,,,,,,,,,,,,,,
UFT.2015(L)8523,,+,+,+,+,+,-,-,-,-,+,-,-,+,-,-+,-+,-,+,+,-,+,-,+,+,-+,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFT.2015(L)8524,,-c,-c,-,-,+,-,-,-,-,-,-,c,-,-,-,-,-,-,-c,-,-,-,-,-c,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFT.2015(L)8525,,+,+,+,c,c,+,-,-,c,+,-,+,+,c,c,-,-,d,+,c,+,-,c,+,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFT.2015(L)8529,,+,+,+w,+,+,-+,-,+w,+w,-+,-c,-c,+,+,-+,+w,-c,+,+,-,+w,+w,-+,-+,+,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFT.2015(L)8530,,+,+,+w,+,+,-+,-,+w,+w,-+,-c,-c,+,+,-+,+w,-c,+,+,-,+w,+w,-+,-+,+,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFT.2015(L)8531,,+,-+,+,+,+,+,-,-c,c,-,-,+,+,c,-+,+w,-,-+,-c,-,+,-c,-c,+,+,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFT.2015(L)8532,,+,+,+w,+,+,-+,-,+w,+w,-+,-c,-c,+,+,-+,+w,-c,+,+,-,+w,+w,-+,-+,+,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFT.2015(L)8535,,-c,-c,-,-,+,-,-,-,-,-,-,c,-,-,-,-,-,-,-c,-,-,-,-,-c,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFT.2015(L)8536,,+w,-,+,+,+w,+w,-,-,+w,+w,-,+w,+w,-,-,-,-,+,+,+w,-,-,+w,+w,+w,+w,-,+,+,-,-,-,-,+w,,,+w,-,-,,,,,,,,,,,,,,,,,
UFT.2015(L)8538,,-c,-c,-,-,+,-,-,-,-,-,-,c,-,-,-,-,-,-,-c,-,-,-,-,-c,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFT.2015(L)8539,,-c,-c,-,-,+,-,-,-,-,-,-,c,-,-,-,-,-,-,-c,-,-,-,-,-c,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFT.2015(L)8540,,+w,-,+,+,+w,+w,-,-,+w,+w,-,+w,+w,-,-,-,-,+,+,+w,-,-,+w,+w,+w,+w,-,+,+,-,-,-,-,+w,,,+w,-,-,,,,,,,,,,,,,,,,,
UFT.2015(L)8541,,-c,-c,-,-,+,-,-,-,-,-,-,c,-,-,-,-,-,-,-c,-,-,-,-,-c,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFT.2015(L)8542,,-c,-c,-,-,+,-,-,-,-,-,-,c,-,-,-,-,-,-,-c,-,-,-,-,-c,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFT.2015(L)8543,,+,+,+,c,c,+,-,-,c,+,-,+,+,c,c,-,-,d,+,c,+,-,c,+,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFT.2015(L)8544,,+,+,+,+,+,+,-+,+,+,+,+,+,+,+,+,+,+,+,+,+,+,-+,+,+,-+,-+,+,-+,+,+,+,-,+,,,,,,,,,,,,,,,,,,,,,,,
UFT.2015(L)8545,,+,+,+,c,c,+,-,-,c,+,-,+,+,c,c,-,-,d,+,c,+,-,c,+,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFT.2015(L)8546,,+,+,+,c,c,+,-,-,c,+,-,+,+,c,c,-,-,d,+,c,+,-,c,+,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFT.2015(L)8547,,-,-,-,+,+,+,-,-,+,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFT.2015(L)8548,,+,+,+w,+,+,-+,-,+w,+w,-+,-c,-c,+,+,-+,+w,-c,+,+,-,+w,+w,-+,-+,+,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFT.2015(L)8549,,+,-+,-+,+,+,+,-,-,-,+,-,-,+,+,+,+,-,+,+,+,+,-,+,+,+,+,+,-,+,+,-,-,,,,,,,,,,,,,,,,,,,,,,,,
UFT.2015(L)8550,,+,+w,+,+,+w,+,-,-+,+,+,+w,-c,+,+,+w,+w,-c,+,+w,-+,+,-+,+w,-+,+,+w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFT.2015(L)8551,,+,+,+w,+,+,-+,-,+w,+w,-+,-c,-c,+,+,-+,+w,-c,+,+w,-,+w,+w,-+,-+,+,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFT.2015(L)8553,,+,+,+,c,c,+,-,-,c,+,-,+,+,c,c,-,-,d,+,c,+,-,c,+,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFT.2015(L)8554,,+,+,+,+,c,+,-,-,-,+,-,-,+,-,-,-,-,+,+,-,+,-,+,+,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFT.2015(L)8555,,+,+,+w,+,+,-+,-,+w,+w,-+,-c,-c,+,+,-+,+w,-c,+,+,-,+w,+w,-+,-+,+,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFT.2015(L)8557,,+,+,+w,+,+,-+,-,+w,+w,-+,-c,-c,+,+,-+,+w,-c,+,+,-,+w,+w,-+,-+,+,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFT.2015(L)8558,,+,+,+w,+,+,-+,-,+w,+w,-+,-c,-c,+,+,-+,+w,-c,+,+,-,+w,+w,-+,-+,+,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFT.2015(L)8559,,+,+,+w,+,+,-+,-,+w,+w,-+,-c,-c,+,+,-+,+w,-c,+,+,-,+w,+w,-+,-+,+,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFT.2015(L)8560,,+,+,+,c,c,+,-,-,c,+,-,+,+,c,c,-,-,d,+,c,+,-,c,+,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFT.2015(L)8561,,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-+,-,+,-+,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,
UFT.2015(L)8562,,-c,-c,-,-,+,-,-,-,-,-,-,c,-,-,-,-,-,-,-c,-,-,-,-,-c,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFT.2015(L)8563,,+,+w,+,+,+w,+,-,-+,+,+,+w,-c,+,+,+w,+w,-c,+,+w,-+,+,-+,+w,-+,+,+w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFT.2015(L)8565,,-c,-c,-,-,+,-,-,-,-,-,-,c,-,-,-,-,-,-,-c,-,-,-,-,-c,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFT.2015(L)8566,,-c,-c,-,-,+,-,-,-,-,-,-,c,-,-,-,-,-,-,-c,-,-,-,-,-c,-,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFT.2015(L)8567,,+w,-,+,+,+w,+w,-,-,+w,+w,-,+w,+w,-,-,-,-,+,+,+w,-,-,+w,+w,+w,+w,-,+,+,-,-,-,-,+w,,,+w,-,-,,,,,,,,,,,,,,,,,
UFT.2015(L)8569,,+,+,+w,+,+,-+,-,+w,+w,-+,-c,-c,+,+,-+,+w,-c,+,+,-,+w,+w,-+,-+,+,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFT.2015(L)8570,,+,+,+w,+,+,-+,-,+w,+w,-+,-c,-c,+,+,-+,+w,-c,+,+,-,+w,+w,-+,-+,+,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFT.2015(L)8571,,+,+,+w,+,+,-+,-,+w,+w,-+,-c,-c,+,+,-+,+w,-c,+,+,-,+w,+w,-+,-+,+,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFT.2015(L)8572,,+,+,+w,+,+,-+,-,+w,+w,-+,-c,-c,+,+,-+,+w,-c,+,+,-,+w,+w,-+,-+,+,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFT.2015(L)8573,,+,-c,+,+,+,+,-,-,-,+w,-,-,+,-,-,+w,-,+,+,+,+,-,+,+,d,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFT.2015(L)8574,,-,-,-,-,-,-,-,-,-,-,-,-,-+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFT.2015(L)8576,,+,+,+w,+,+,-+,-,+w,+w,-+,-c,-c,+,+,-+,+w,-c,+,+,-,+w,+w,-+,-+,+,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFT.2015(L)8577,,+,+,+w,+,+,-+,-,+w,+w,-+,-c,-c,+,+,-+,+w,-c,+,+,-,+w,+w,-+,-+,+,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFT.2015(L)8578,,-,-,-,-,-,-,-,-,-,-,-,-,-+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFT.2015(L)8579,,+,+,+w,+,+,-+,-,+w,+w,-+,-c,-c,+,+,-+,+w,-c,+,+,-,+w,+w,-+,-+,+,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFT.2015(L)8580,,+,+,+w,+,+,-+,-,+w,+w,-+,-c,-c,+,+,-+,+w,-c,+,+,-,+w,+w,-+,-+,+,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
